| Caso | Precondicion | Estado |
| 3238 | y no debe tener Scoring | KO |
| 3241 | Disponer de usuario Particular que haya iniciado anteriormente el flujo de Préstamo Sabadell (PEXDI), pero no lo haya completado. Recovery de Préstamo PEXDI se muestra si: Variable de personalización posisición 148= 01 y Posición 9 del indipers = 1,2,3,4,5 | KO |
| 3243 | Disponer de usuario Particular con tarjeta de crédito en la que se disponga de algun movimiento reciente fraccionable | OK |
| 3245 | Disponer de usuario Particular que disponga de correspondencia de tipo Informe Fiscal de antiguedad inferior a 24 meses | KO |
| 3246 | Disponer de usuario Particular que pueda realizar Actualización de DNI | KO |
| 3247 | El usuario debe tener valores | KO |
| 3247 | tiene que ser accionista de BS | KO |
| 3247 | y la operativa de delegación de voto tiene que estar en plazo de delegaciones (para el caso de que estemos dentro del periodo de delegación de voto) | KO |
| 3250 | Disponer de un usuario particular que se le muestre un banner de openURL | KO |
| 3255 | Disponer de un usuario particular que se le muestre un banner de Precos | KO |
| 3256 | Disponer de un usuario particular que se le muestre un banner de Blink Auto | KO |
| 3257 | Disponer de un usuario particular que se le muestre un banner de Blink Hogar | KO |
| 3261 | Disponer de un usuario particular que se le muestre un banner de Junta de Accionistas | KO |
| 3269 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular con varias cuentas | OK |
| 3270 | Usuario online que tenga dado de alta un contrato de banca a distancia de tipo Particular con unica cuenta online | OK |
| 3271 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular con unica tarjeta y sin cuenta online | OK |
| 3272 | Usuario con cuenta online que tenga dado de alta un contrato de banca a distancia de tipo Particular con varias tarjetas | OK |
| 3274 | Usuario con cuenta online que tenga dado de alta un contrato de banca a distancia de tipo Particular con unica tarjeta | OK |
| 3275 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular sin cuentas | OK |
| 3278 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular | OK |
| 3278 | El usuario no debe tener Scoring | KO |
| 3278 | y almenos una tarjeta de Debito y una Tarjeta de Credito dada de alta | OK |
| 3279 | Disponer de un Usuario que disponga de al menos una cartera BSFGS como Particular y otra BSFGS como Empresa | KO |
| 3279 | Esta persona Fisica debe disponer un contrato de Banca a distancia tipo Particular y otro contrato tipo Empresa | OK |
| 3279 | En el contrato de Empresas debe tener marcada ver cuentas de Particulares | KO |
| 3280 | Disponer de un Usuario que disponga de al menos una cartera GCM como Particular y otra GCM como Empresa | KO |
| 3280 | Esta persona Fisica debe disponer un contrato de Banca a distancia tipo Particular y otro contrato tipo Empresa | OK |
| 3280 | En el contrato de Empresas debe tener marcada ver cuentas de Particulares | KO |
| 3281 | Disponer de un Usuario que disponga de al menos una cartera BSFGS como Particular y otra BSFGS como Empresa | KO |
| 3281 | Esta persona Fisica debe disponer un contrato de Banca a distancia tipo Particular y otro contrato tipo Empresa | OK |
| 3281 | En el contrato de Empresas NO debe tener marcada ver cuentas de Particulares | KO |
| 3282 | Disponer de un Usuario que disponga de al menos una cartera GCM como Particular y otra GCM como Empresa | KO |
| 3282 | Esta persona Fisica debe disponer un contrato de Banca a distancia tipo Particular y otro contrato tipo Empresa | OK |
| 3282 | En el contrato de Empresas NO debe tener marcada ver cuentas de Particulares | KO |
| 3283 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3283 | Usuario debe tener tipo de firma vTPC1 enrolado | OK |
| 3283 | Usuario con una tarjeta activa y con saldo disponible para la compra | OK |
| 3284 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3284 | Dispositivo con TouchID o Fingerprint | KO |
| 3284 | Usuario debe tener tipo de firma vTPC1 | OK |
| 3284 | Usuario con al menos una tarjeta activa y con saldo disponible para la compra | OK |
| 3284 | Usuario debe haber configurado el TouchID o FingerPrint | KO |
| 3285 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3285 | Dispositivo con TouchID o Fingerprint | KO |
| 3285 | Usuario debe tener tipo de firma vTPC2 | OK |
| 3285 | Usuario con al menos una tarjeta activa y con saldo disponible para la compra | OK |
| 3285 | Usuario debe haber configurado el TouchID o FingerPrint | KO |
| 3286 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3286 | Usuario debe tener tipo de firma vTPC2 | OK |
| 3286 | Usuario con al menos una tarjeta MC o Visa con saldo disponible para la compra | OK |
| 3287 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3287 | Usuario debe tener tipo de firma vTPC1 enrolado en el dispositivo | OK |
| 3287 | Usuario con al menos una tarjeta MasterCard o Visa activas y con saldo | OK |
| 3288 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3288 | Usuario debe tener tipo de firma vTPC2 | OK |
| 3288 | Usuario con al menos una tarjeta MasterCard o Visa activas y con saldo | OK |
| 3289 | Disponer de un usuario con un contrato de banca a distancia particular | OK |
| 3289 | Usuario debe tener tipo de firma vTPC1 enrolado | OK |
| 3289 | Usuario con al menos una tarjeta MasterCard o Visa activas y con saldo disponible | OK |
| 3290 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3290 | Usuario debe tener tipo de firma vTPC1 enrolado en el dispositivo | OK |
| 3290 | Usuario con al menos una tarjeta con saldo disponible para la compra | OK |
| 3291 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3291 | Usuario debe tener tipo de firma vTPC2 | OK |
| 3291 | Usuario con al menos una tarjeta con saldo disponible para la compra | OK |
| 3292 | Disponer de un susuario con un contrato de banca a distancia empresa | OK |
| 3292 | Usuario debe tener tipo de firma vTPC1 enrolado | OK |
| 3292 | Usuario con una tarjeta activa y con saldo disponible para la compra | OK |
| 3293 | Disponer de un susuario con un contrato de banca a distancia empresa | OK |
| 3293 | Dispositivo con TouchID o Fingerprint | KO |
| 3293 | Usuario debe tener tipo de firma vTPC1 | OK |
| 3293 | Usuario con al menos una tarjeta activa y con saldo disponible para la compra | OK |
| 3293 | Usuario debe haber configurado el TouchID o FingerPrint | KO |
| 3294 | Disponer de un susuario con un contrato de banca a distancia empresa | OK |
| 3294 | Usuario debe tener tipo de firma vTPC2 | OK |
| 3294 | Usuario con al menos una Tarjeta y con saldo disponible para la compra | OK |
| 3295 | Disponer de un susuario con un contrato de banca a distancia empresa | OK |
| 3295 | Dispositivo con TouchID o Fingerprint | KO |
| 3295 | Usuario debe tener tipo de firma vTPC2 | OK |
| 3295 | Usuario con al menos una tarjeta activa y con saldo disponible para la compra | OK |
| 3295 | Usuario debe haber configurado el TouchID o FingerPrint | KO |
| 3296 | Disponer de un susuario con un contrato de banca a distancia empresa | OK |
| 3296 | Usuario debe tener tipo de firma vTPC2 | OK |
| 3296 | Usuario con al menos una tarjeta MC o Visa con saldo disponible para la compra | OK |
| 3297 | Disponer de un susuario con un contrato de banca a distancia empresa | OK |
| 3297 | Usuario debe tener tipo de firma vTPC1 enrolado en el dispositivo | OK |
| 3297 | Usuario con al menos una tarjeta MasterCard o Visa activas y con saldo | OK |
| 3298 | Disponer de un susuario con un contrato de banca a distancia empresa | OK |
| 3298 | Usuario debe tener tipo de firma vTPC2 | OK |
| 3298 | Usuario con al menos una tarjeta MasterCard o Visa activas y con saldo | OK |
| 3299 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Particular | OK |
| 3299 | que disponga de notificaciones de documentos destacados pendientes de leer | KO |
| 3299 | este usuario debe estar pilotado | KO |
| 3301 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Particular | OK |
| 3301 | que disponga de documentos | KO |
| 3301 | que este pilotado | KO |
| 3302 | Tener un usuario particular con un documento "no destacado" no leído | KO |
| 3302 | y tener acceso a BSO/BSM | OK |
| 3303 | Disponer de un Usuario que tenga un contrato de banca a distancia de tipo Particular y Empresa | OK |
| 3303 | Disponga de cuentas con finalidad particular y empresa | OK |
| 3303 | En el contrato de banca a distancia tipo empresa tenga marcada la opción Ver cuentas de particulares "Sí" | OK |
| 3304 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3304 | Con una cuenta Base Expansión único titular | KO |
| 3304 | Móvil con BSM instalado | OK |
| 3305 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3305 | Con una cuenta Base Expansión único titular y cuenta CIALP como titular | KO |
| 3305 | Tutelado mayor de edad incapacitado (comprobar en sibis que en perfil persona datos básicoa está marcado en check de discapacitado) | KO |
| 3305 | con cuenta base como autorizado | KO |
| 3305 | y validaciones INTE ok | KO |
| 3305 | Móvil con BSM instalado | OK |
| 3306 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3306 | Con una cuenta Base Expansión único titular y sin cuenta CIALP como titular | KO |
| 3306 | Hijos, autorizados y validaciones INTE ok | KO |
| 3306 | Móvil con BSM instalado | OK |
| 3307 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3307 | Con más de una cuenta | OK |
| 3307 | y una cuenta Base como único titular | KO |
| 3307 | Móvil con BSM instalado | OK |
| 3301 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Particular | OK |
| 3301 | que disponga de documentos | OK |
| 3301 | que este pilotado | KO |
| 3302 | Tener un usuario particular con un documento "no destacado" no leído | KO |
| 3302 | y tener acceso a BSO/BSM | OK |
| 3303 | Disponer de un Usuario que tenga un contrato de banca a distancia de tipo Particular y Empresa | OK |
| 3303 | Disponga de cuentas con finalidad particular y empresa | OK |
| 3303 | En el contrato de banca a distancia tipo empresa tenga marcada la opción Ver cuentas de particulares "Sí" | OK |
| 3304 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3304 | Con una cuenta Base Expansión único titular | KO |
| 3304 | Móvil con BSM instalado | OK |
| 3305 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3305 | Con una cuenta Base Expansión único titular y cuenta CIALP como titular | KO |
| 3305 | Tutelado mayor de edad incapacitado (comprobar en sibis que en perfil persona datos básicoa está marcado en check de discapacitado) | KO |
| 3305 | con cuenta base como autorizado | KO |
| 3305 | y validaciones INTE ok | KO |
| 3305 | Móvil con BSM instalado | OK |
| 3306 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3306 | Con una cuenta Base Expansión único titular y sin cuenta CIALP como titular | KO |
| 3306 | Hijos, autorizados y validaciones INTE ok | KO |
| 3306 | Móvil con BSM instalado | OK |
| 3307 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3307 | Con más de una cuenta | OK |
| 3307 | y una cuenta Base como único titular | KO |
| 3307 | Móvil con BSM instalado | OK |
| 3309 | Usuario particular con firma vTPC1 o Vtpc2 | OK |
| 3309 | con una Ahorro Expansión dada de alta en una oficina ACC | KO |
| 3309 | Móvil con BS instalado | KO |
| 3310 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3310 | Con Ahorro Expansión con rutina periódica activa | KO |
| 3310 | Móvil con BSM instalado | OK |
| 3311 | Disponer de cliente particular que tenga al menos una cuenta vista / online | OK |
| 3312 | Disponer de cliente con Banca Distancia Particular que tenga al menos una cuenta vista | OK |
| 3314 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo Particular | OK |
| 3314 | Haya actualizado el DNI | KO |
| 3314 | Tener en SIBIS el nombre y apellidos igual que en DNI (Operativa básica => datos básicos) | KO |
| 3314 | NOTA: Caducar el DNI en SIBIS: Operativa básica --> Introducir el DNI del usuario --> Perfil persona --> Datos básicos: En Fecha de caducidad caducar el DNI, en Nombre, Primer y Segundo apellidos introducir los datos reales del usuario. --> Guardar | KO |
| 3314 | Usuario objetivo: Disponer de un usuario que contenga un contrato de banca a distancia tipo Particular, este usuario debe tener antigüedad superior a 6 meses y que tenga vinculación a cualquiera de los siguientes contratos, Vista, Plazo, Valores, Fims, Leasing, Renting, Internacional, Forfaiting, El cliente debe tener actividad reciente en BSM, minimo 3 conexiones en los ultimos 3 meses siempre en 2 meses distintos, por conexiones entendemos consultas, debe tener Dni Caducado o sin informar y no debe haber actualizado el DNI en los ultimos 30 dias prevUAT_iOS, el usuario debe tener contrato de avisos y alertas activo | OK |
| 3316 | Contar con un usuario que disponga de un contrato de banca a distancia tipo Particular | OK |
| 3316 | No tenga el DNI actualizado | KO |
| 3316 | Que sea usuario objetivo para poder actualizar el DNI desde BSM | OK |
| 3316 | Enrolar el dispositivo | KO |
| 3316 | NOTA: Preparar el usuario caducándole el DNI en SIBIS, debe tener dos fotos (anverso y reverso) cargadas | KO |
